media	url	client	reposts	comments	gender	follower	friend	statues	age	verified	desc	type	species
0	0	2	59	17	1	90343	636	16085	539	1	1	0	no
1	1	2	22	20	1	16302	2481	65971	1203	1	1	1	no
1	0	1	11	13	1	389847	320	6093	629	1	1	3	no
0	1	1	49	20	1	1073317	1564	21624	1355	1	1	3	no
1	0	2	19	14	1	145549	213	12398	1015	1	1	1	no
0	1	1	10	9	1	120554	820	9448	1179	1	1	0	no
1	1	1	25	19	0	76445	360	4926	1599	1	1	-1	no
1	1	2	13	26	1	490355	904	40194	1755	1	1	3	no
0	1	1	47	52	1	98	104	177	31	1	0	2	no
0	0	1	167	224	1	26469	100	230	249	1	1	-1	no
1	0	1	194	207	1	11801	96	4460	1065	1	0	-1	no
0	1	1	28	9	1	1073329	1564	21625	1355	1	1	3	no
1	0	1	33	10	1	576323	924	21760	1472	1	1	3	no
0	1	2	25	8	1	27578	2875	55704	1594	1	1	0	no
1	1	1	34	26	1	339327	997	12405	1946	1	1	3	no
1	0	2	17	17	1	322636	1999	118008	1800	1	1	3	no
0	1	1	82	28	0	827301	1904	37020	1426	1	1	5	no
1	1	1	19	24	1	298355	328	25733	990	1	1	3	no
0	0	1	41	204	0	11170	95	1505	231	1	1	-1	no
0	1	2	12	0	1	105881	89	3562	393	1	1	1	no
1	0	1	703	170	1	11247481	64	3402	391	1	0	1	no
0	0	1	526	137	1	50799	1192	965	232	1	0	1	no
0	1	1	15	6	1	268874	783	3062	497	1	1	1	no
1	0	1	304	395	1	28310398	486	46345	1013	1	1	3	no
1	1	2	20	24	1	5314	769	25773	1153	1	1	1	no
1	1	2	20	23	1	5314	769	25773	1153	1	1	1	no
1	1	2	11	16	1	12096	364	1339	1896	1	1	0	no
0	0	2	658	154	1	4226	1290	25984	1320	1	1	-1	no
1	1	1	16	1	1	576414	924	21762	1457	1	1	3	no
1	0	2	92	43	1	3805877	2000	11597	1180	1	1	0	no
0	0	1	80	6	0	779	369	2587	636	1	0	1	no
1	1	1	52	40	0	1682056	2340	22800	957	1	1	3	no
1	0	1	192	205	1	12219	402	4637	1097	1	1	-1	no
0	0	1	208	208	0	10405	101	879	473	1	0	0	no
1	1	2	14	2	1	1224773	1967	11580	677	1	1	3	no
0	0	1	203	203	0	10407	131	954	473	1	0	0	no
1	1	1	24	10	1	1534190	300	18648	1792	1	1	3	no
1	1	2	112	67	1	13818054	684	62544	1755	1	1	3	no
0	1	1	12	13	1	79346	611	8750	376	1	1	1	no
1	0	2	53	18	1	3148	1969	6367	1333	1	1	220	no
1	0	2	19	12	1	25917	2180	6868	1337	1	1	-1	no
1	1	2	178	120	1	321828	457	23325	1935	1	1	0	no
1	0	2	144	91	1	1731957	519	15046	1035	1	1	3	no
1	0	1	95	44	1	282771	1903	8674	1736	1	1	0	no
1	0	1	27	77	1	748841	1022	65613	1490	1	1	3	no
1	0	2	561	115	1	454355	1065	30524	1498	1	1	0	no
1	0	1	32	4	1	44325	1098	5983	1445	1	1	2	no
1	0	1	23	12	1	321055	519	7640	1515	1	1	3	no
0	1	2	11	36	1	6899	2001	8691	1756	1	1	0	no
0	1	1	10	3	0	436	196	3240	1469	1	1	-1	no
1	0	2	19	17	0	2723401	328	11369	1392	1	1	1	no
1	1	1	10	68	1	220693	837	1844	66	1	1	2	no
0	1	1	16	243	0	11171	95	1509	237	1	1	-1	no
0	0	1	104	234	1	26479	100	230	247	1	1	-1	no
0	0	1	41	237	1	10370	69	1080	94	1	0	-1	no
0	0	1	111	222	1	11563	411	3752	332	1	0	0	no
1	1	2	15	60	1	16304	2481	65989	1194	1	1	1	no
0	0	1	38	178	1	10568	255	2203	72	1	0	0	no
0	1	2	74	1	0	106605	1859	39657	713	1	1	220	no
1	1	1	128	52	1	8288408	170	30880	922	1	1	3	no
1	0	2	84	124	1	13818059	684	62544	1761	1	1	3	no
0	1	1	20	27	1	1073338	1564	21625	1347	1	1	3	no
0	0	1	45	46	1	8841	14	8082	1481	1	0	3	no
1	1	2	117	12	1	106	458	240	1460	1	1	-1	no
1	0	1	125	167	1	8288408	170	30880	922	1	1	3	no
0	0	2	45	88	1	1660726	129	1066	1442	1	1	3	no
1	0	1	11	4	0	20391	2500	14740	1083	1	1	220	no
1	1	1	93	30	1	358314	526	4389	1291	1	1	0	no
1	1	1	95	49	1	840257	323	8323	1263	1	1	2	no
1	1	1	10	16	0	169893	74	17485	1888	1	1	3	no
0	1	2	544	98	1	41172	2678	16676	1328	1	1	0	no
1	0	2	611	173	1	5843	23	12322	991	1	1	0	no
1	1	1	13	21	1	2024219	589	43961	1329	1	1	3	no
1	1	2	53	17	1	4114	888	7995	1463	1	1	0	no
1	1	2	25	11	1	417056	2618	28912	1573	1	1	0	no
1	1	2	2813	697	1	18170873	601	48674	1489	1	1	0	no
0	0	1	2081	1571	1	61467	102	2430	389	1	0	1	no
0	1	1	1920	1170	0	38251315	294	100462	1934	1	1	3	no
1	1	1	6587	4397	1	8266230	2000	72969	384	1	1	3	no
1	0	2	11	4	0	2159784	174	17417	425	1	1	3	no
1	0	1	38	72	1	1009479	730	5270	1372	1	1	200	no
1	0	1	1091	85	1	11239643	64	3402	412	1	0	1	no
1	0	1	54	217	0	11270	139	10862	1299	1	1	-1	no
1	1	1	341	76	1	2021255	586	43664	1328	1	1	3	no
1	1	1	290	139	1	676390	1603	16366	1518	1	1	0	no
1	1	2	174	109	1	3161820	424	69029	1354	1	1	3	no
1	1	2	85	25	1	5232920	2204	51278	1885	1	1	3	no
1	0	1	10	5	1	1075454	942	43980	1480	1	1	3	no
1	1	1	43	31	0	3031409	1096	24180	1648	1	1	1	no
1	0	2	40	18	1	3349400	1857	26452	1319	1	1	1	no
1	0	1	64	50	0	2268851	631	58534	1832	1	1	3	no
1	1	1	118	88	1	3639302	928	70088	1846	1	1	3	no
1	1	1	91	56	0	7046587	696	52400	1850	1	1	3	no
1	1	1	127	77	1	11353690	2007	66265	1887	1	1	3	no
1	1	1	29	11	1	144940	454	3391	523	1	1	1	no
1	1	2	41	32	0	1241838	2125	28430	1747	1	1	3	no
1	1	1	79	87	1	4775717	1528	21370	1892	1	1	3	no
1	1	1	79	48	1	3146915	463	33324	1713	1	1	3	no
1	1	1	42	37	1	172972	143	3654	1080	1	1	3	no
1	1	1	31	32	1	1136694	280	30188	1167	1	1	3	no
1	1	1	23	26	1	1214846	1184	16559	1410	1	1	3	no
1	1	1	13	5	1	2785531	1046	54322	1707	1	1	3	no
1	1	1	13	12	1	2447242	539	41866	1648	1	1	3	no
1	1	1	24	20	1	841441	323	8296	1219	1	1	2	no
1	1	1	88	93	1	5409517	569	63455	1680	1	1	3	no
1	1	1	19	17	1	989952	2239	38970	1636	1	1	3	no
1	1	1	48	43	1	2672161	474	36436	1459	1	1	3	no
1	0	1	33	8	1	143830	656	25272	1486	1	1	3	no
0	0	1	22	14	1	13866	698	24963	1172	1	1	1	no
1	1	1	14	10	1	644225	656	52065	1865	1	1	3	no
1	1	1	25	17	0	1015676	525	14381	1887	1	1	3	no
1	1	2	11	3	1	48218	538	10145	328	1	1	3	no
1	0	1	65	14	1	55417	617	9216	1362	1	1	3	no
1	1	2	14	10	1	443063	1238	50333	1628	1	1	3	no
1	0	1	24	12	1	25553	705	5269	1137	1	1	0	no
1	1	1	16	9	1	563685	1433	41721	1781	1	1	3	no
1	1	1	22	19	0	473541	465	20599	1741	1	1	3	no
1	0	1	33	39	1	96814	1298	8489	324	1	1	0	no
1	1	1	16	10	0	122220	778	89514	1688	1	1	3	no
1	1	1	87	82	1	1188609	1597	30205	1865	1	1	3	no
1	1	1	12	5	1	389415	320	6040	571	1	1	3	no
1	1	1	127	51	1	330446	299	12835	850	1	1	3	no
1	1	1	182	116	1	3789994	308	57327	1752	1	1	3	no
1	1	1	99	51	1	5765169	529	59368	1855	1	1	3	no
1	0	1	14	20	0	101360	747	43805	1621	1	1	2	no
1	1	2	30	37	1	73385	948	16100	1064	1	1	1	no
1	1	1	78	88	1	3790158	308	57329	1753	1	1	3	no
1	0	1	172	40	1	5903165	200	42757	1562	1	1	3	no
1	0	1	62	6	1	204295	336	8799	1802	1	1	3	no
1	1	1	26	0	0	734857	11	163742	1469	1	1	-1	no
